1,120
1,80
1,60
1,60
1,41
1,70
1,30
1,40
1,40
1,41
1,30
1,31
1,50
1,40
1,30
1,60
1,30
1,30
1,40
1,30
1,30
1,29
1,30
1,30
1,40
1,40
1,30
1,29
1,40
1,40
1,30
1,40
1,30
1,70
1,40
1,40
1,40
1,40
1,30
1,31
1,60
1,40
1,30
1,40
1,31
1,40
1,31
1,30
1,40
1,30
1,31
1,50
1,30
1,40
1,70
1,40
1,30
1,40
1,70
1,40
1,40
1,50
1,40
1,31
1,29
1,30
1,30
1,40
1,30
1,30
1,31
1,40
1,70
1,40
1,30
1,51
1,40
1,40
1,30
1,30
1,30
1,30
1,30
1,30
1,31
1,40
1,30
1,29
1,30
1,40
1,30
1,30
1,30
1,60
1,30
1,40
1,60
1,30
1,31
1,40
50001,107661
50001,100828
50001,97933
50001,96430
50001,96531
50001,117610
50001,102542
50001,99786
50001,101660
50001,99646
50001,98944
50001,99326
50001,99817
50001,99747
50001,114403
50001,101178
50001,99646
50001,99205
50001,99597
50001,100989
50001,99496
50001,99055
50001,116277
50001,103022
50001,110135
50001,101169
50001,100217
50001,99616
50001,99255
50001,98895
50001,98894
50001,112661
50001,118320
50001,99305
50001,96621
50001,96049
50001,97713
50001,96330
50001,99606
50001,113211
50001,100237
50001,97311
50001,123049
50001,119133
50001,120355
50001,120254
50001,118050
50001,135944
50001,119473
50001,115655
50001,118040
50001,115926
50001,116057
50001,117690
50001,135844
50001,116827
50001,134772
50001,116106
50001,121156
50001,120024
50001,119774
50001,126445
50001,103503
50001,99957
50001,104404
50001,102261
50001,101139
50001,101189
50001,99976
50001,99225
50001,115245
50001,100808
50001,99987
50001,101650
50001,100027
50001,99285
50001,99125
50001,99475
50001,117098
50001,101108
50001,100307
50001,101449
50001,100358
50001,99736
50001,100117
50001,99416
50001,101430
50001,114854
50001,100377
50001,100067
50001,101219
50001,100438
50001,99615
50001,100608
50001,99907
50001,117238
50001,101009
50001,102091
50001,99917
50001,101189
100001,158997
100001,159138
100001,170148
100001,159347
100001,155480
100001,155570
100001,156662
100001,155460
100001,174275
100001,160230
100001,159006
100001,158556
100001,159708
100001,161382
100001,171490
100001,161131
100001,158726
100001,159799
100001,160489
100001,177151
100001,178042
100001,238476
100001,223758
100001,250518
100001,234679
100001,239387
100001,242724
100001,269944
100001,246911
100001,246170
100001,233676
100001,266577
100001,244887
100001,242693
100001,263011
100001,243655
100001,247262
100001,246440
100001,263051
100001,236752
100001,244286
100001,265225
100001,247502
100001,243044
100001,246310
100001,480938
100001,236511
100001,219449
100001,192058
100001,164667
100001,161712
100001,161351
100001,161141
100001,165799
100001,189304
100001,162593
100001,161872
100001,156332
100001,155651
100001,182010
100001,160109
100001,156272
100001,156062
100001,156532
100001,155600
100001,176079
100001,162263
100001,159838
100001,159347
100001,159388
100001,158866
100001,155881
100001,158085
100001,156683
100001,156012
100001,168194
100001,170419
100001,160881
100001,160299
100001,158376
100001,158666
100001,159257
100001,173654
100001,159568
100001,159829
100001,164016
100001,159608
100001,177631
100001,161331
100001,158717
100001,160039
100001,159708
100001,158846
100001,172843
100001,163756
100001,158847
100001,160330
100001,158647
100001,158696
100001,165299
150001,234648
150001,222746
150001,219410
150001,230370
150001,222486
150001,218518
150001,219960
150001,233746
150001,220411
150001,218628
150001,221143
150001,230460
150001,221253
150001,219309
150001,220502
150001,218729
150001,212968
150001,219320
150001,219310
150001,220381
150001,233386
150001,220140
150001,219370
150001,219941
150001,238426
150001,220582
150001,218858
150001,219189
150001,231422
150001,221122
150001,218988
150001,219049
150001,231432
150001,221493
150001,218709
150001,218749
150001,220321
150001,209241
150001,221153
150001,219069
150001,219159
150001,235029
150001,219330
150001,219190
150001,218668
150001,237644
150001,219980
150001,219189
150001,219299
150001,232685
150001,221153
150001,218828
150001,218158
150001,228808
150001,225822
150001,218478
150001,219881
150001,230170
150001,223346
150001,221624
150001,218928
150001,218448
150001,232504
150001,216585
150001,215903
150001,214952
150001,237513
150001,222104
150001,217837
150001,218087
150001,236471
150001,221584
150001,218257
150001,223247
150001,229429
150001,218778
150001,218959
150001,218127
150001,229439
150001,220321
150001,219450
150001,218618
150001,218027
150001,231482
150001,218208
150001,219069
150001,218768
150001,234287
150001,217396
150001,234949
150001,218788
150001,232815
150001,216785
150001,216765
150001,351046
150001,398514
150001,332851
150001,362076
150001,354552
150001,360844
200001,526253
200001,479565
200001,451954
200001,448127
200001,467503
200001,458025
200001,477642
200001,445291
200001,485537
200001,467783
200001,478153
200001,467864
200001,481789
200001,468254
200001,481298
200001,460119
200001,501616
200001,456162
200001,474005
200001,466561
200001,480978
200001,466541
200001,491508
200001,469577
200001,499662
200001,465389
200001,476549
200001,463646
200001,467853
200001,449609
200001,460660
200001,2099339
200001,495635
200001,479505
200001,528106
200001,476169
200001,488492
200001,476289
200001,506336
200001,447255
200001,485386
200001,465429
200001,497669
200001,441805
200001,488071
200001,463465
200001,492880
200001,447125
200001,488342
200001,469407
200001,481949
200001,473714
200001,468574
200001,472833
200001,477672
200001,476289
200001,464898
200001,477421
200001,476610
200001,474837
200001,463716
200001,475939
200001,484184
200001,448358
200001,489774
200001,460600
200001,492359
200001,448848
200001,492529
200001,469547
200001,464567
200001,476930
200001,473814
200001,471190
200001,477982
200001,435703
200001,456262
200001,451864
200001,508750
200001,445101
200001,490054
200001,455190
200001,456893
200001,425103
200001,507567
200001,570337
200001,587828
200001,461923
200001,693615
200001,589171
200001,498971
200001,450992
200001,704154
200001,478022
200001,471180
200001,453257
200001,597285
200001,513679
200001,523277
200001,925979
250001,608195
250001,658679
250001,636628
250001,656336
250001,607795
250001,636628
250001,687584
250001,627662
250001,609948
250001,610700
250001,626680
250001,620849
250001,609418
250001,624326
250001,622112
250001,669661
250001,591314
250001,608867
250001,626499
250001,568952
250001,595431
250001,603536
250001,574383
250001,587267
250001,604208
250001,605791
250001,556920
250001,565786
250001,579171
250001,596473
250001,548764
250001,568331
250001,545448
250001,601052
250001,603106
250001,610901
250001,547372
250001,564954
250001,577468
250001,590763
250001,611832
250001,587647
250001,547372
250001,602735
250001,606142
250001,586926
250001,615669
250001,579401
250001,547192
250001,608135
250001,611532
250001,597806
250001,583299
250001,614166
250001,562681
250001,618455
250001,600211
250001,589972
250001,588108
250001,596985
250001,572830
250001,641087
250001,590542
250001,582718
250001,617573
250001,562200
250001,602886
250001,604659
250001,611581
250001,583239
250001,566157
250001,596113
250001,683987
250001,812276
250001,612363
250001,584641
250001,579612
250001,619627
250001,555988
250001,612333
250001,569123
250001,615769
250001,593738
250001,585073
250001,612193
250001,611312
250001,559405
250001,614528
250001,577418
250001,591234
250001,585604
250001,611392
250001,576326
250001,615520
250001,557461
250001,600171
250001,590191
250001,759227
250001,553403
250001,598768
300001,738208
300001,398364
300001,408042
300001,385940
300001,382955
300001,402281
300001,391401
300001,406279
300001,393414
300001,399646
300001,384517
300001,399175
300001,410136
300001,398033
300001,408693
300001,397632
300001,396560
300001,409425
300001,396741
300001,408874
300001,397232
300001,409775
300001,397422
300001,395609
300001,410777
300001,397021
300001,409274
300001,395769
300001,391381
300001,398624
300001,396210
300001,407461
300001,396150
300001,408412
300001,398193
300001,395168
300001,412590
300001,395848
300001,416067
300001,397473
300001,406168
300001,397792
300001,395469
300001,406028
300001,397983
300001,406850
300001,397282
300001,395729
300001,409465
300001,396470
300001,413282
300001,398654
300001,418772
300001,412009
300001,397873
300001,408292
300001,397583
300001,408522
300001,396230
300001,407380
300001,396700
300001,396320
300001,628493
300001,716969
300001,703173
300001,721137
300001,696881
300001,717890
300001,699145
300001,719754
300001,716788
300001,720986
300001,705066
300001,715195
300001,876757
300001,1017881
300001,796928
300001,720676
300001,701700
300001,715466
300001,688175
300001,660473
300001,695048
300001,732317
300001,1019804
300001,744430
300001,708553
300001,698564
300001,696320
300001,724322
300001,741995
300001,699706
300001,841141
300001,715726
300001,714955
300001,700297
300001,701610
300001,826613
300001,718862
300001,568462
350001,464607
350001,459859
350001,455160
350001,486960
350001,472602
350001,502077
350001,470458
350001,459728
350001,473003
350001,454909
350001,564895
350001,578740
350001,461571
350001,476529
350001,463405
350001,470879
350001,461161
350001,474435
350001,460339
350001,459598
350001,472092
350001,459969
350001,472973
350001,460480
350001,471800
350001,460981
350001,475327
350001,461631
350001,469296
350001,459338
350001,470479
350001,459949
350001,470699
350001,460220
350001,471470
350001,459077
350001,471249
350001,459187
350001,473324
350001,460630
350001,471420
350001,460710
350001,469446
350001,460479
350001,471470
350001,460439
350001,458286
350001,469657
350001,459277
350001,476770
350001,459668
350001,496797
350001,460050
350001,473855
350001,460369
350001,475799
350001,461070
350001,469627
350001,461351
350001,472232
350001,457705
350001,465839
350001,454889
350001,467472
350001,456292
350001,465088
350001,452825
350001,482020
350001,455941
350001,465910
350001,453838
350001,465549
350001,454338
350001,465369
350001,453477
350001,453807
350001,467203
350001,453597
350001,466631
350001,454529
350001,473324
350001,453587
350001,464768
350001,454168
350001,465469
350001,454359
350001,466972
350001,453647
350001,479385
350001,453286
350001,493501
350001,457234
350001,465319
350001,454699
350001,465018
350001,455380
350001,464296
350001,603437
350001,538576
350001,825942
400001,921501
400001,941016
400001,928203
400001,963258
400001,593108
400001,926520
400001,969470
400001,977635
400001,612593
400001,520883
400001,529558
400001,517406
400001,531252
400001,515893
400001,526503
400001,515713
400001,529669
400001,534739
400001,515282
400001,532254
400001,516094
400001,527104
400001,517135
400001,527495
400001,515342
400001,536532
400001,517075
400001,527676
400001,511004
400001,514912
400001,535620
400001,516214
400001,525992
400001,516274
400001,525902
400001,515973
400001,526774
400001,516064
400001,524349
400001,515763
400001,527384
400001,535390
400001,514771
400001,525992
400001,514701
400001,526433
400001,514871
400001,525812
400001,514501
400001,547442
400001,514771
400001,525532
400001,528848
400001,544867
400001,536813
400001,515382
400001,527735
400001,516585
400001,527906
400001,515112
400001,527044
400001,515462
400001,526493
400001,515372
400001,532775
400001,538826
400001,514912
400001,533586
400001,516133
400001,526864
400001,514901
400001,530080
400001,518468
400001,525982
400001,514952
400001,556548
400001,518378
400001,509050
400001,526964
400001,515131
400001,526343
400001,515462
400001,526203
400001,514520
400001,528126
400001,516374
400001,535309
400001,518278
400001,530401
400001,537945
400001,516344
400001,526012
400001,528617
400001,526564
400001,515002
400001,527235
400001,514630
400001,526332
400001,516053
400001,526002
450001,584892
450001,574402
450001,583810
450001,574432
450001,588108
450001,574283
450001,562380
450001,584882
450001,574722
450001,584201
450001,642529
450001,599039
450001,586465
450001,575113
450001,584121
450001,586484
450001,575375
450001,586014
450001,574583
450001,583219
450001,585793
450001,574102
450001,759017
450001,1109161
450001,1121734
450001,1186315
450001,1147122
450001,1087030
450001,1024793
450001,1035703
450001,1102348
450001,896484
450001,605981
450001,596433
450001,593007
450001,572660
450001,600542
450001,603838
450001,573210
450001,591314
450001,574984
450001,582969
450001,596112
450001,571578
450001,589982
450001,576716
450001,589140
450001,722739
450001,579331
450001,584812
450001,588309
450001,576867
450001,586926
450001,574502
450001,585373
450001,587628
450001,574873
450001,586675
450001,573080
450001,593167
450001,586174
450001,576206
450001,589340
450001,575073
450001,588759
450001,587456
450001,575996
450001,585804
450001,583299
450001,585363
450001,585944
450001,576616
450001,585132
450001,575815
450001,584552
450001,587477
450001,577879
450001,585163
450001,576927
450001,586285
450001,586695
450001,574733
450001,585774
450001,575484
450001,583369
450001,586706
450001,574773
450001,585703
